"geneId","chi","betaOrg","betaAdp","fkMean","fkVar","totalGbRc","gbLength","likelihood"
"ENSG00000005238",0.0876163496560097,0.0858983820156958,0.000475700546822045,67.1461824978062,3055.36648236137,433,4942,248.457761591842
"ENSG00000005249",0.284344444444444,0.0216396076441739,0.000112147162162832,66.1072219602178,908.298136987684,25591,90000,8330.79783206834
"ENSG00000005302",0.0562342182488228,0.024502927341535,0.000126309603350374,63.2855411289441,2037.65698768216,824,14653,1262.13173299848
"ENSG00000005339",0.0810777777777778,0.0533406432748538,0.000284677691123356,39.8749393081908,293.831299934669,7297,90000,830.005204363478
"ENSG00000005379",0.37773280958616,0.0990125320016148,0.000563944709189778,101.299235253225,4956.56703944671,9520,25203,653.634435167481
"ENSG00000005436",0.0426459640540253,0.00304505277072655,1.41827748458399e-05,64.2151709364802,780.284168518039,2406,56418,16315.4665165676
"ENSG00000005469",0.0165034422573451,0.00523088502609987,2.81354681634792e-05,21.3883788664412,201.096877734842,851,51565,3214.73049803153
"ENSG00000005483",0.197455555555556,0.0505648029591692,0.000282365715437915,59.2178532534637,373.086468713893,17771,90000,1953.37330860078
"ENSG00000005486",0.298715348208249,0.0108980426197829,5.5894884847391e-05,53.1001158121535,941.012284298325,2209,7395,21343.374445486
"ENSG00000005700",0.0407913793332536,0.0108343637007314,5.41941759557237e-05,60.0242223277059,916.442510409639,3070,75261,3024.78342357491
"ENSG00000005801",0.164736095877585,0.0534857454148003,0.000288514103673081,71.1666012759745,1480.06383276751,6158,37381,1208.02268507283
"ENSG00000005810",0.0278666666666667,0.0150630630630631,8.51522412634176e-05,39.1237133487385,160.690230745575,2508,90000,1444.33621174905
"ENSG00000005812",0.0430010290311516,0.0239560050312822,0.000121248987225679,44.003921438029,330.088833061464,1379,32069,1314.78731646011
"ENSG00000005889",0.0922863077667932,0.0621456617958203,0.000268636584978209,67.9100561765843,2244.2914747802,5909,64029,696.75616306884
"ENSG00000005893",0.0378165724120974,0.0136768797150443,7.13834317333899e-05,63.0622509921399,375.987331264284,1538,40670,2206.0993536156
"ENSG00000005961",0.047275424871864,0.121219038132985,0.000661456800353177,64.3545971129495,1104.07025881389,701,14828,101.904874679871
"ENSG00000006007",0.0636587000223364,0.0109379209660372,5.53422143538365e-05,75.6363147292879,1400.63133796335,1140,17908,4352.25231338792
"ENSG00000006016",0.0787838663678957,0.393919331839479,0.000448159992031105,62.140274745883,3889.12657412734,1547,19636,237.332451231555
"ENSG00000006025",0.03727959697733,0.0161034976143974,8.34682259831994e-05,57.4163514551713,611.616341513482,444,11910,1685.90584851656
"ENSG00000006042",0.0855952794168691,0.0648449086491433,0.000339175648179546,37.5637913760841,302.891461247385,1233,14405,688.889714711215
"ENSG00000006194",0.122104716797509,0.0214595284354145,0.000118474637407775,52.9494414579437,435.765027315012,1882,15413,3699.18521752474
"ENSG00000006283",0.00163393607419626,0.00990264287391672,5.13874059709643e-05,59.7809774377611,517.871344879524,105,64262,137.896864180094
"ENSG00000006451",0.0366461519712388,0.0176607961307175,8.97338295787437e-05,104.17047538377,3396.25297265315,3007,82055,1194.62015373038
"ENSG00000006453",0.0322777777777778,0.0111494914603723,5.62171477185114e-05,88.6963351863041,1526.10143316101,2905,90000,2133.72824321045
"ENSG00000006459",0.0402796048964302,0.0240475253113016,0.000120479313226036,67.1432425128377,2376.2537514919,3613,89698,939.94237325934
"ENSG00000006468",0.0188222222222222,0.0965242165242165,0.000388472008732652,78.0525565840986,1340.22187659563,1694,90000,89.699257977853
"ENSG00000006530",0.0531222222222222,0.00541510929890135,2.77504728721672e-05,66.3737774249168,325.133424004212,4781,90000,9918.47353503038
"ENSG00000006576",0.0620777777777778,0.0164881215877232,8.50300979671732e-05,50.8609633116882,2043.60549600049,5587,90000,2398.32760214859
"ENSG00000006607",0.0343111111111111,0.00714070990865996,3.62470071022045e-05,59.1463433132061,606.376521786069,3088,90000,4364.810258298
"ENSG00000006634",0.123396015883955,0.0285308707246139,0.000147528754761977,61.3007428932702,2499.6292254295,3760,30471,2184.92043579309
"ENSG00000006638",0.0115653850055798,0.0771025667038653,0.000405548084576839,37.0115984144855,737.26990865735,114,9857,62.256169345219
"ENSG00000006695",0.0376,0.0213636363636364,0.000115896257517707,25.6756006630449,240.566337914965,3384,90000,1283.41344504178
"ENSG00000006704",0.0657888888888889,0.109648148148148,0.000563387922885669,94.2147082840658,1420.6907406122,5921,90000,168.328295473145
"ENSG00000006715",0.0426111111111111,0.016420466709484,8.63681089340552e-05,43.1073625070539,91.3421139755656,3835,90000,2309.23369388724
"ENSG00000006744",0.08931640051972,0.0351639372124882,0.000183270092564196,38.9464491827869,437.941231385549,2131,23859,1548.80629699489
"ENSG00000006747",0.0312426832123624,0.284024392839659,0.00186921422253155,81.526782904485,4755.94358144937,2135,68336,-3.25789087067601
"ENSG00000006757",0.0148487007386854,0.00274467666149452,1.43426026307016e-05,53.5548725344368,468.396283580591,396,26669,5865.72727723872
"ENSG00000006831",0.112033333333333,0.0409628275441804,0.000216054397046562,90.0691122356331,1529.6963573434,10083,90000,1227.84891638795
"ENSG00000006837",0.03972212759745,0.0230942602310756,0.000126168944399466,58.4642737676128,216.580368058897,3265,82196,1218.36699663078
"ENSG00000007001",0.00684444444444444,0.0129140461215933,6.18034293228012e-05,66.1804648513531,2240.81166711053,616,90000,388.05094423058
"ENSG00000007038",0.298201720093823,0.241458882667063,0.00144184007172066,76.5759307777455,438.576592554548,1907,6395,223.332299144315
"ENSG00000007080",0.108646926978884,0.0192295445980326,0.000104598805130882,66.9895613141781,196.164032679407,921,8477,4265.80318436201
"ENSG00000007168",0.0775731020298668,0.0136452246314629,7.51299520912268e-05,41.5407837700373,73.1315868507365,6940,89464,5091.50552702795
"ENSG00000007202",0.171374898096622,0.0214084819608522,0.000115879279212348,60.664265006574,174.637842109314,4835,28213,6008.14735677031
"ENSG00000007255",0.0489384951607868,0.0252260284333952,0.00013488251321377,58.1575182619387,571.541383883593,627,12812,1206.6886417521
"ENSG00000007264",0.0665256994144437,0.633578089661369,0.00273943776576162,82.5733913771277,2055.97889394731,409,6148,-7.16520049971968
"ENSG00000007314",0.0123067978099714,0.0723929282939495,0.000390298514675057,77.8210565814968,1083.60426739379,254,20639,61.3231070682377
"ENSG00000007341",0.0632666666666667,0.0154120990661795,7.82438890848556e-05,89.3797737606063,1329.71023494172,5694,90000,2788.71492305071
"ENSG00000007372",0.00141702092189714,0.0104964512733122,5.35117767198566e-05,64.7064404009001,1444.3714196506,34,23994,101.307205246822
"ENSG00000007384",0.137331234987161,0.100241777362892,0.000608204618152155,38.0513088480384,146.657871752344,1658,12073,562.772237289179
"ENSG00000007392",0.136982334202143,0.0146114489815619,7.61032581648436e-05,47.9700955713628,203.249190644356,5203,37983,7933.51722062757
"ENSG00000007402",0.00187777777777778,0.000938888888888889,4.9051298125401e-06,46.6900768618007,100.634447194174,169,90000,2871.35072594896
"ENSG00000007516",0.0229340551921197,0.0252022584528788,0.000130623529044061,54.8428293389777,139.002369677841,305,13299,712.281461050772
"ENSG00000007866",0.0634829854160709,0.23512216820767,0.0016232657760538,55.2733640578313,224.297713733364,1332,20982,50.7002949652587
"ENSG00000007923",0.154377561829319,0.0170113015789883,9.14880781661367e-05,27.9721491929485,221.245506535329,10056,65139,7109.92584837544
"ENSG00000007944",0.68958895889589,0.0192380794781947,9.8273970081995e-05,74.5614638461568,2246.72048887286,11492,16665,21157.6752310308
"ENSG00000007968",0.0923310690025027,0.0186904997980775,9.54993468115289e-05,62.5666858525707,1655.47010479191,2066,22376,3091.41038029605
"ENSG00000008018",0.361816094885856,0.0232156621678445,0.00011956545554205,75.5962838996697,1591.78996247518,5674,15682,8949.77707892442
"ENSG00000008056",0.00574143733914076,0.0220824513043876,0.000112614616807355,58.0584033132104,1127.85889080996,261,45459,163.28322390592
"ENSG00000008083",0.169388888888889,0.0656546080964686,0.000352647309376664,42.5866640834196,1675.48355610535,15245,90000,952.830204173043
"ENSG00000008128",0.110340219960942,0.00619888876185065,3.12940289011593e-05,66.1604109262844,977.814634973555,2147,19458,15967.1039894514
"ENSG00000008130",0.277433968369534,0.0367949560171796,0.00019766619734712,60.7508844388113,716.062701530366,6859,24723,3979.27935463001
"ENSG00000008256",0.0261222222222222,0.0106187895212285,5.40772717680452e-05,59.1735943888438,1347.77259025103,2351,90000,1864.4059358954
"ENSG00000008282",0.0363919129082426,0.0143275247670246,5.58909601580652e-05,94.1421719168554,4045.77144743968,702,19290,2178.43395058755
"ENSG00000008283",0.0398794753633463,0.0866945116594485,0.000466276164294811,68.6663125320919,566.189674351395,450,11284,178.235556720224
"ENSG00000008294",0.0710111111111111,0.0204054916985951,0.000118557261348485,44.9307319382333,174.959734804708,6391,90000,2419.30358740257
"ENSG00000008382",0.118542336548767,0.0315691974830273,0.000171958365949066,30.2839251762439,131.877608394021,1659,13995,2628.52825305706
"ENSG00000008394",0.00991111111111111,0.0235978835978836,0.000126260292320901,52.6677426158342,511.627268411908,892,90000,270.808306339155
"ENSG00000008405",0.0255555555555556,0.00452310717797443,2.34575652189406e-05,46.8039226233616,155.478727618326,2300,90000,6229.62601494059
"ENSG00000008441",0.0634111111111111,0.053511486169714,0.000301358435928502,50.3784173173364,183.387424949748,5707,90000,648.567767856357
"ENSG00000008513",0.0131555555555556,0.0974485596707819,0.00053284034311356,63.5087659616656,3025.10437021079,1184,90000,30.9224313286745
"ENSG00000008710",0.0563200644425052,0.321828939671458,0.00240336864393354,95.8447916417059,3422.74994065294,2517,44691,-8.59462200815489
"ENSG00000008838",0.125678064240873,0.0119295742041645,6.50161961687199e-05,46.3942082775032,32.1627999801626,4124,32814,10605.4894561061
"ENSG00000008853",0.00578684195741334,0.0172741550967562,5.35594054630651e-05,52.5798100063201,690.000261191458,103,17799,450.696223247907
"ENSG00000008869",0.0400222222222222,0.0800444444444444,0.000465295663915004,23.0847439468028,313.613016435958,3602,90000,213.824284457805
"ENSG00000008952",0.0457030847002992,0.0136427118508356,7.10305037980353e-05,51.4030102426226,78.6819188114678,1329,29079,3185.41496166651
"ENSG00000008988",0.56045820958846,0.00892307291177297,4.70290885285427e-05,47.5314046709959,89.1501098320959,2642,4714,63168.6537158438
"ENSG00000009307",0.122171241931721,0.014466695314591,7.50236530102376e-05,52.9024819559022,329.97428063098,4713,38577,6808.72832571921
"ENSG00000009335",0.351744444444444,0.0282752768846016,0.000146499044522133,51.2831005229223,389.727018217717,31657,90000,8239.62139513081
"ENSG00000009413",0.0327555555555556,0.00781755502519226,4.00168432444094e-05,54.8381180684475,515.26413053256,2948,90000,3759.78617014952
"ENSG00000009780",0.0114171748995578,0.00136487446498001,7.03014454640888e-06,34.383206839317,127.724332990744,395,34597,11405.2073882758
"ENSG00000009830",0.041498744904774,0.0653523541807464,0.000324666133133833,92.4946642476954,2056.50626985319,1802,43423,233.832426419754
"ENSG00000009844",0.0643576910243577,0.00815170247300287,4.15740149148936e-05,34.8809650223377,84.3368957211965,4822,74925,8439.43386907137
"ENSG00000009950",0.057750338177656,0.0109895981308575,5.61855539080626e-05,43.1703015793302,443.215375037341,1665,28831,4463.32645538602
"ENSG00000009954",0.272758212115865,0.052152621819477,0.000276078035561179,49.6942550789058,266.284085816599,21639,79334,2948.72818893155
"ENSG00000010017",0.17235883424408,0.0242247131755559,0.000105790670591357,96.8891868816005,3395.63495673724,15140,87840,4497.72659557452
"ENSG00000010072",0.0484086278367175,0.125736695679786,0.00073322141807856,46.9784908978247,614.104533888785,689,14233,106.898073489091
"ENSG00000010165",0.163071151011658,0.0447383130347483,0.000243228748627966,39.7670890739103,206.874729916093,4868,29852,2171.86059473202
"ENSG00000010244",0.290812660393499,0.0626751423261851,0.000378760488572801,44.9015091797687,368.743734273457,8499,29225,1930.76600189965
"ENSG00000010256",0.158358848744642,0.0348808036882471,0.000186840177757632,62.3969246486584,168.740623795431,1293,8165,3052.88309466128
"ENSG00000010270",0.0484149277688604,0.017766945970224,8.99520518066738e-05,93.0358240430981,1554.02075972767,2413,49840,1741.52067202367
"ENSG00000010292",0.0675203725261933,0.0109700036598202,5.85200186829033e-05,38.9311475968737,135.189828555921,2436,36078,5623.9400178089
"ENSG00000010310",0.0845395749923006,0.0841189800918414,0.000505397618349964,36.5015644976216,117.002790743118,1098,12988,466.703652392202
"ENSG00000010318",0.0376764593666539,0.021107260149386,0.000106698696276087,63.9024561939361,1538.07453526485,395,10484,1098.88154508457
"ENSG00000010319",0.00250757496604326,0.0128593588002218,6.54764968975423e-05,55.7478288223933,510.553442458026,24,9571,157.184931420309
"ENSG00000010322",0.0859381702748306,0.0419210586706491,0.000217556132842572,65.3110953190117,550.541942324933,3005,34967,1130.26774661422
"ENSG00000010539",0.106830972249175,0.0346853806003816,0.000181578627014963,50.4127002101686,1545.46677036194,1101,10306,1547.89862069498
"ENSG00000010671",0.0379887289397612,0.0226798381729917,0.000117834017559466,56.7753593158904,1067.57171050258,1301,34247,1026.50867662115
"ENSG00000010803",0.0159333333333333,0.0366283524904215,9.24976137764128e-05,116.044730205538,3566.05377928181,1434,90000,497.955620457382
"ENSG00000010810",0.0269444444444444,0.0345441595441595,0.000186380309087869,59.2092592025199,441.404807519531,2425,90000,451.947987559094
"ENSG00000011007",0.214964887204027,0.0266871368347644,0.000139066555367588,63.6165535997913,1379.71168195555,3459,16091,4471.05835446893
"ENSG00000011021",0.230849413978085,0.10517057584423,0.000489517722434493,53.6562009944307,1262.63329836653,9080,39333,802.596051102601
"ENSG00000011028",0.0304602141044035,0.174058366310877,0.00106760095665236,92.4550067339272,2266.68906523238,1932,63427,17.0742946609732
"ENSG00000011105",0.00365555555555556,0.0178319783197832,9.57203986633999e-05,53.3137840252431,196.327620560146,329,90000,160.215740311427
"ENSG00000011114",0.0390777777777778,0.0110545340248311,5.63646851334963e-05,50.3301501610182,227.51275817271,3517,90000,3224.92899193677
"ENSG00000011132",0.274675556613883,0.034420495816276,0.000181146908745901,62.5145773696506,2034.68628911193,2307,8399,3756.86823171426
"ENSG00000011143",0.0587401435279525,0.0157903611634281,8.97467683356854e-05,22.7270421039674,137.783903298919,663,11287,2923.16074765846
"ENSG00000011198",0.457692119790903,0.01346747446788,8.17778137113768e-05,43.5061722024468,43.5662202723961,18737,40938,28573.473652111
"ENSG00000011243",0.161082297412255,0.0172188452605297,9.1127926828628e-05,41.1755939629609,168.615630516228,5870,36441,7638.49716006173
"ENSG00000011258",0.0815266908800439,0.158304254136008,0.000971522021291198,52.0799336581015,456.343056614377,6532,80121,122.771858630574
"ENSG00000011260",0.0422519062087944,0.0221214168632431,0.000109977562067608,69.0873185136325,754.387058266594,1474,34886,1302.20499962221
"ENSG00000011275",0.125444444444444,0.0101904504016608,5.25689772512385e-05,53.405801437288,766.992951137145,11290,90000,9883.01554042695
"ENSG00000011295",0.0770131634421699,0.0110334045046089,5.60765716605108e-05,53.7264891607221,406.533153631462,3288,42694,6001.7329452586
"ENSG00000011304",0.668605590563904,0.0752934223608,0.000418918937843516,21.1445707156341,204.891923992245,8276,12378,4428.56167391375
"ENSG00000011332",0.0184387869711718,0.033832636644352,0.000169892887611713,72.1447628019391,1175.82164772713,197,10684,297.916687061092
"ENSG00000011376",0.0576,0.00853333333333333,4.36675358623762e-05,59.6599584589123,868.685847049427,5184,90000,5617.92656952207
"ENSG00000011405",0.0604444444444444,0.008747387039717,4.51689995009003e-05,81.5965338666946,426.862776672863,5440,90000,6099.34773825052
"ENSG00000011422",0.0546415164295314,0.138332952986156,0.000852165449468656,26.5497770604177,228.561918775215,1179,21577,126.663099465866
"ENSG00000011426",0.314201067847376,0.0235886687573105,0.000130598351984433,45.9002470307868,368.154983172888,19302,61432,8610.76937938417
"ENSG00000011451",0.108594205716508,0.0480505335028796,0.000250737639270109,84.9968436436053,579.263970880002,1117,10286,1165.58250616499
"ENSG00000011478",0.041150392179152,0.0118248253388368,5.26404781606541e-05,53.9363258125423,2101.60327060521,362,8797,2922.53156313656
"ENSG00000011485",0.113374974070574,0.0331505772136182,0.00018683972253777,34.4697459653136,140.631056077409,4919,43387,2242.2305194086
"ENSG00000011523",0.0252394005197394,0.00577560652625616,2.84731315947001e-05,68.9885326132587,935.935259284904,709,28091,4112.57070976364
"ENSG00000011566",0.0551222222222222,0.0154188034188034,7.82400577868435e-05,105.901051521146,4328.66305961902,4961,90000,2106.0078675019
"ENSG00000011638",0.0535493827160494,0.0566660134561369,0.000328153901613812,44.1020565730784,746.502010361248,1041,19440,383.791875030386
"ENSG00000012048",0.0942101846784355,0.017675456787699,0.000103845726949123,46.7788170389763,197.222878946316,7402,78569,3730.3561238294
"ENSG00000012061",0.0703922622246104,0.230794302375772,0.00101209161977361,103.086970248565,2763.54843800238,4847,68857,39.8419239864348
"ENSG00000012211",0.209292084113178,0.0454488782004731,0.000236098387722248,74.7379399356848,1694.98143093463,1901,9083,1996.19704063452
"ENSG00000012232",0.0195154125201265,0.00589589502118625,2.95386936948306e-05,69.1755098012616,1166.58891211809,1006,51549,2974.61938930594
"ENSG00000012660",0.495401935361457,0.065877916936364,0.000411102382186869,60.1707806971753,131.286839044536,39164,79055,3541.22102278685
"ENSG00000012779",0.00876004956343832,0.0273751548857447,0.00013983873225749,60.3002516656122,1784.29412708863,608,69406,175.072217436302
"ENSG00000012983",0.0267444444444444,0.0105086225714909,5.29554134651294e-05,65.3818680646192,1427.66966616654,2407,90000,1938.97513178901
"ENSG00000013275",0.140088866946433,0.0648559569196449,0.000337570972920373,87.3474500215798,1071.54971788046,1135,8102,867.455350697478
"ENSG00000013288",0.0557732297252928,0.0371821531501952,0.000197987841286611,60.6453096938262,440.816863919808,2548,45685,863.677179138595
"ENSG00000013374",0.0774751025190392,0.0279189558627168,0.000142822374460381,68.9462877525101,1576.80962692196,2645,34140,1517.27172894876
"ENSG00000013375",0.0852077001013171,0.0109591897236421,6.35300559503029e-05,38.0226434623739,160.811208083683,2523,29610,6312.34074326819
"ENSG00000013441",0.419908216783217,0.0318353462307215,0.000165105323293437,70.3565774672315,2803.61901103073,3843,9152,6171.0693577686
"ENSG00000013503",0.0244777777777778,0.00347202521670607,1.77177043690494e-05,63.1689520228526,777.983321425117,2203,90000,7192.3654910157
"ENSG00000013523",0.0183914696644073,0.00681165543126198,3.39918376807123e-05,69.7625234177684,1942.42408715819,445,24196,2243.1878741784
"ENSG00000013561",0.0927785234899329,0.00800159754117575,4.06385354141831e-05,63.8083774160451,1375.47883358891,1728,18625,9414.15101912238
"ENSG00000013563",0.0339388145315488,0.0265146988527725,0.000139741583856479,50.1768640729609,269.206826655314,284,8368,888.929857736296
"ENSG00000013573",0.0488362281133535,0.0763066064271148,0.000277231184504008,85.91066077077,4212.42111370385,1389,28442,306.700979403857
"ENSG00000013810",0.190530142095076,0.060581921174905,0.000332362519724844,63.6272833959507,786.898147092784,4036,21183,1300.29697668631
"ENSG00000014123",0.0255995862693128,0.00186246535244182,9.21072717332136e-06,44.0978298610882,1312.26733221604,792,30938,15864.1381173429
"ENSG00000014164",0.0867777777777778,0.0163116123642439,8.44070997527616e-05,28.9275878794228,536.599454877959,7810,90000,4045.09093728389
"ENSG00000014216",0.136389521640091,0.188123478124264,0.000257877181550208,115.515862986652,2415.51695743777,3832,28096,1058.78966184866
"ENSG00000014824",0.0438666666666667,0.0034842467566852,1.77130455289837e-05,52.8624935502479,558.003749255411,3948,90000,13307.5090152617
"ENSG00000015133",0.0235666666666667,0.0283935742971888,0.000134862390326559,88.447823212788,2092.41187087591,2121,90000,472.541539931401
"ENSG00000015153",0.0272229074217707,0.0523517450418667,0.000283204703879837,71.2348707249557,986.134998615608,2141,78647,222.572451072328
"ENSG00000015171",0.0121777777777778,0.0300685871056241,0.00014882831516191,48.3241633796274,1131.03569588674,1096,90000,242.106694950248
"ENSG00000015285",0.0394084600132188,0.164201916721745,0.000749959222264645,52.9959224812848,332.259289844096,477,12104,98.5182364703695
"ENSG00000015475",0.262698643538962,0.0539422265993762,0.000288055554750355,30.1364609007232,307.635278447527,9935,37819,2658.6426641898
"ENSG00000015532",0.0447401075417069,0.0112837597835326,5.81495909502198e-05,32.2638847235007,353.997617194502,649,14506,3420.42254227494
"ENSG00000015676",0.0724888888888889,0.0373654066437572,0.000199732643855757,70.1112966995615,575.519771636741,6524,90000,1061.06581913905
"ENSG00000016864",0.0468197879858657,0.075515787073977,0.000299037768243313,81.3308357835751,2000.33766810884,424,9056,302.986494549052
"ENSG00000017260",0.117666666666667,0.0968449931412894,0.000466111254564198,56.6024395520788,1029.2266805025,10590,90000,460.556949259749
"ENSG00000017483",0.0550184986275212,0.0846438440423403,0.000457450485933174,50.4900471961836,284.522040054546,461,8379,294.253420402505
"ENSG00000017797",0.0580588097860552,0.0648701785319053,0.0001452696805047,54.417970190811,174.019511042358,3479,59922,1534.01358887454
"ENSG00000018189",0.0164333333333333,0.0123096129837703,6.12159302295777e-05,67.0600453872879,2370.62789921896,1479,90000,936.809526116171
"ENSG00000018510",0.0605555555555556,0.0150635710337203,7.25032359129433e-05,52.40578902508,870.985889022951,5450,90000,3147.20333326249
